PropertyId,PropertyDesc,PropertyDeutsch,PropertyEnglisch,PropertyDeutschCH,PropertyFranzoesisch,PropertyNiederlaendisch,PropertyItalienisch,PropertySpanisch,PropertyValueId,PropertyValueDesc,PropertyValueDeutsch,PropertyValueEnglisch,PropertyValueDeutschCH,PropertyValueFranzoesisch,PropertyValueNiederlaendisch,PropertyValueItalienisch,PropertyValueSpanisch
1,Produktionszeit,Fertigstellungszeitraum,Time for completion,Fertigstellungszeitraum,Délai de production,Productietijd,Tempi di realizzazione,Periodo de producción,519,Overnight,Overnight,overnight,Overnight,Overnight,Overnight,Overnight,overnight
13,Versand,Versandart,Delivery method,Versandart,Envoi,Soort verzending,Tipo di spedizione,Tipo de envío,591,Overnight (selber Tag),Overnight,overnight,Overnight,Overnight,Overnight,Overnight,overnight
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,594,300g Offset hochweiß,300 g/m² Offsetkarton,300gsm uncoated board,300 g/m² Offsetkarton,300 g/m² carton offset,300 g/m² offsetkarton,300 g/m² cartone usomano,300 g/m² cartón offset
35,"Veredelung (UV-Lack, Cellophanieren, Folienv.)",Veredelung,Finishing,Veredelung,Finition,Veredeling,Nobilitazione,Ennoblecimiento,630,Folienveredelung,partielle Folienveredelung (Gold bzw. Silber),metallic foil blocking (gold or silver),partielle Folienveredelung (Gold bzw. Silber),dorure sélective,folie-afwerking,laminazione oro/argento,"Relieve metálico (oro, plata)"
42,Lackeffekt,Veredelungseffekt,Finishing effect,Veredelungseffekt,Effet de finition,Lak-effect,Effetto nobilitazione,Efecto de acabado,602,gold,Gold,gold,Gold,or,goud,oro,Oro
42,Lackeffekt,Veredelungseffekt,Finishing effect,Veredelungseffekt,Effet de finition,Lak-effect,Effetto nobilitazione,Efecto de acabado,631,silber,Silber,silver,Silber,argent,zilver,argento,Plata
7,Farbigkeit,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,603,2/2-farbig (schwarz + Pantone),2/2-farbig (schwarz + Pantone),2/2-coloured (black + Pantone),2/2-farbig (schwarz + Pantone),couleurs 2/2 (noir + Pantone),2/2 (dubbelzijdig zwart en pantone),2/2 colori (nero + Pantone),2/2 colores (negro + Pantone)
37,Farbigkeit Umschlag,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,633,2/2-farbig (schwarz + Pantone),2/2-farbig (schwarz + Pantone),2/2-coloured (black + Pantone),2/2-farbig (schwarz + Pantone),couleurs 2/2 (noir + Pantone),2/2 (dubbelzijdig zwart en pantone),2/2 colori (nero + Pantone),2/2 colores (negro + Pantone)
37,Farbigkeit Umschlag,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,634,5/5-farbig (Euroskala + Pantone),5/5-farbig (Euroskala + Pantone),5/5-coloured (eurocale + Pantone),5/5-farbig (Euroskala + Pantone),couleurs 5/5 (quadri + Pantone),5/5 (dubbelzijdig CMYK + pantone),5/5 colori (CMYK + Pantone),5/5 colores (escala europea + Pantone)
7,Farbigkeit,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,605,5/5-farbig (Euroskala + Pantone),5/5-farbig (Euroskala + Pantone),5/5-coloured (eurocale + Pantone),5/5-farbig (Euroskala + Pantone),couleurs 5/5 (quadri + Pantone),5/5 (dubbelzijdig CMYK + pantone),5/5 colori (CMYK + Pantone),5/5 colores (escala europea + Pantone)
7,Farbigkeit,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,604,2/0-farbig (schwarz + Pantone),2/0-farbig (schwarz + Pantone),2/0-coloured (black + Pantone),2/0-farbig (schwarz + Pantone),couleurs 2/0 (noir + Pantone),2/0 (enkelzijdig zwart en pantone),2/0 colori (nero + Pantone),2/0 colores (negro + Pantone)
7,Farbigkeit,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,632,5/0-farbig (Euroskala + Pantone),5/0-farbig (Euroskala + Pantone),5/0-coloured (euroscale + Pantone),5/0-farbig (Euroskala + Pantone),couleurs 5/0 (quadri + Pantone),5/0 (enkelzijdig CMYK + pantone),5/0 colori (CMYK + Pantone),5/0 colores (escala europea + Pantone)
7,Farbigkeit,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,635,1/1-farbig (Pantone),1/1-farbig (Pantone),1/1-coloured (Pantone),1/1-farbig (Pantone),couleurs 1/1 (Pantone),1/1 (dubbelzijdig pantone),1/1 colore (Pantone),1/1 color (Pantone)
37,Farbigkeit Umschlag,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,637,1/1-farbig (Pantone),1/1-farbig (Pantone),1/1-coloured (Pantone),1/1-farbig (Pantone),couleurs 1/1 (Pantone),1/1 (dubbelzijdig pantone),1/1 colore (Pantone),1/1 color (Pantone)
7,Farbigkeit,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,636,1/0-farbig (Pantone),1/0-farbig (Pantone),1/0-coloured (Pantone),1/0-farbig (Pantone),couleur 1/0 (Pantone),1/0 (enkelzijdig Pantone),1/0 colore (Pantone),1/0 color (Pantone)
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,638,90 x 50mm,90 x 50 mm quer,90 x 50 mm landscape,90 x 50 mm quer,90 x 50 mm horizontal,90 x 50 mm liggend,90 x 50 mm orizzontale,90 x 50 mm horizontal
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,639,210 x 98mm quer,210 x 98 mm quer,210 x 98 mm landscape,210 x 98 mm quer,210 x 98 mm horizontal,210 x 98 mm liggend,210 x 98 mm orizzontale,210 x 98 mm horizontal
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,640,98 x 210mm hoch,98 x 210 mm hoch,98 x 210 mm portrait,98 x 210 mm hoch,98 x 210 mm vertical,98 x 210 mm staand,98 x 210 mm verticale,98 x 210 mm vertical
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,809,Polyester 600D ,Polyester 600D,polyester 600D,Polyester 600D,polyester 600D,Polyester 600D,poliestere 600D,poliéster 600D
6,Produktgruppe,Produktgruppe,Product group,Produktgruppe,Catégorie de produit,Productgroep,Categoria prodotti,Tipo de producto,648,Faltzelte/ Faltpavillons,Faltzelte,Pop-up tents,Faltzelte,tonnelles pliables,Vouwtent,Gazebo Pieghevoli,tiendas plegables
6,Produktgruppe,Produktgruppe,Product group,Produktgruppe,Catégorie de produit,Productgroep,Categoria prodotti,Tipo de producto,810,Briefumschläge,Briefumschläge,Envelopes,Couverts,enveloppes,Enveloppen,Buste,sobres
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,812,90g Offset weiß,90 g/m² Offsetpapier weiß,90gsm uncoated paper white,90 g/m² Offsetpapier weiss,90 g/m² papier offset blanc,90 g/m² offsetpapier wit,90 g/m² carta usomano bianca,90 g/m² papel offset blanco
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,814,DIN C4 (229 x 324 mm) Hochformat,DIN C4 (229 x 324 mm) hoch,C4 (229 x 324 mm) portrait,DIN C4 (229 x 324 mm) hoch,C4 (229 x 324 mm) vertical,C4 (229 x 324 mm) staand,DIN C4 (229 x 324 mm) verticale,C4 (229 x 324 mm) vertical
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,816,DIN C6 (114 x 162 mm),DIN C6 (114 x 162 mm) hoch,C6 (114 x 162 mm) portrait,DIN C6 (114 x 162 mm) hoch,C6 (114 x 162 mm) vertical,C6 (114 x 162 mm) staand,DIN C6 (114 x 162 mm) verticale,C6 (114 x 162 mm) vertical
45,Verarbeitungsart,Verarbeitungsart,Type of processing,Verarbeitungsart,Traitement,Afwerking,Tipo di lavorazione,Tipo de elaboración,817,mit Haftklebestreifen,mit Haftklebestreifen,with peel and seal,mit Haftklebestreifen,bande de collage,met striplocksluiting,con strisce adesive,tira adhesiva
1,Produktionszeit,Fertigstellungszeitraum,Time for completion,Fertigstellungszeitraum,Délai de production,Productietijd,Tempi di realizzazione,Periodo de producción,801,Standard (14 Arbeitstage),Standard (14 Arbeitstage),standard (14 working days),Standard (14 Arbeitstage),standard (14 jours ouvrés),Standaard (14 werkdagen),Standard (14 giorni lavorativi),estándar (14 días laborables)
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,798,3 x 3 m (300 x 300 x 330 cm),3 x 3 m,3 x 3 m,3 x 3 m,3 x 3 m,3 x 3 m,3 x 3 m,3 x 3 m
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,799,"3 x 4,50 m (452 x 304 x 330 cm)","3 x 4,50 m",3 x 4.50 m,"3 x 4,50 m","3 x 4,50 m","3 x 4,50 m","3 x 4,50 m","3 x 4,50 m"
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,800,3 x 6 m (600 x 307 x 330 cm),3 x 6 m,3 x 6 m,3 x 6 m,3 x 6 m,3 x 6 m,3 x 6 m,3 x 6 m
6,Produktgruppe,Produktgruppe,Product group,Produktgruppe,Catégorie de produit,Productgroep,Categoria prodotti,Tipo de producto,641,X-/ L-Banner,X- / L-Banner,X / L banners,X-/L-Banner,bannières en X/L,X-/ L-banner,Banner a X/L,baners X / L
6,Produktgruppe,Produktgruppe,Product group,Produktgruppe,Catégorie de produit,Productgroep,Categoria prodotti,Tipo de producto,642,Beachflag (gerade Form),Beachflags Gerade Form,beach flag straight,Beachflag (gerade Form),beach flags aile,Beachflag gladde vorm,Espositori a bandiera a vela,banderolas rectas
6,Produktgruppe,Produktgruppe,Product group,Produktgruppe,Catégorie de produit,Productgroep,Categoria prodotti,Tipo de producto,643,Planen,Planen,Tarpaulins,Planen,bâches,Reclamebanners,Striscioni,lonas
6,Produktgruppe,Produktgruppe,Product group,Produktgruppe,Catégorie de produit,Productgroep,Categoria prodotti,Tipo de producto,644,Schilder,Schilder,Signs,Schilder,Panneaux,Reclameborden,Targhe,paneles
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,645,DIN-A1,DIN A1 (841 x 594 mm),A1 (841 x 594 mm),DIN A1 (841 x 594 mm),A1 (841 x 594 mm),A1 (841 x 594 mm),DIN A1 (841 x 594 mm),A1 (841 x 594 mm)
6,Produktgruppe,Produktgruppe,Product group,Produktgruppe,Catégorie de produit,Productgroep,Categoria prodotti,Tipo de producto,646,Messewände,Messewände,Exhibition wall,Messewände,Stands parapluie,Beurswanden,Espositori in Tessuto,paredes para ferias
6,Produktgruppe,Produktgruppe,Product group,Produktgruppe,Catégorie de produit,Productgroep,Categoria prodotti,Tipo de producto,647,Messetheken,Messetheken,Exhibition counter,Messetheken,Comptoirs d'exposition,Beursbalies,Banchetti per Fiere,mostradores para ferias
6,Produktgruppe,Produktgruppe,Product group,Produktgruppe,Catégorie de produit,Productgroep,Categoria prodotti,Tipo de producto,649,LED Leuchtschilder,Leuchtschilder,Illuminared signs,Leuchtschilder,enseignes lumineuses,Lichtreclame,Insegne Luminose,letreros luminosos
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,650,DIN-A2,DIN A2 (594 x 420 mm),A2 (594 x 420 mm),DIN A2 (594 x 420 mm),A2 (594 x 420 mm),A2 (594 x 420 mm),DIN A2 (594 x 420 mm),A2 (594 x 420 mm)
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,651,450 g/m² PVC-Plane,450 g/m² PVC-Plane,450gsm pvc tarpaulin,450 g/m² PVC-Plane,450 g/m² bâche pvc,450 g/m² PVC doek,450 g/m² PVC per striscioni,450 g/m² lonas de pvc
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,652,80x200 cm,80 x 200 cm,80 x 200 cm,80 x 200 cm,80 x 200 cm,80 x 200 cm,80 x 200 cm,80 x 200 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,653,85x220 cm,85 x 220 cm,85 x 220 cm,85 x 220 cm,85 x 220 cm,85 x 220 cm,85 x 220 cm,85 x 220 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,654,100x220 cm,100 x 220 cm,100 x 220 cm,100 x 220 cm,100 x 220 cm,100 x 220 cm,100 x 220 cm,100 x 220 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,655,150x200 cm,150 x 200 cm,150 x 200 cm,150 x 200 cm,150 x 200 cm,150 x 200 cm,150 x 200 cm,150 x 200 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,656,200x200 cm,200 x 200 cm,200 x 200 cm,200 x 200 cm,200 x 200 cm,200 x 200 cm,200 x 200 cm,200 x 200 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,657,240x200 cm,240 x 200 cm,240 x 200 cm,240 x 200 cm,240 x 200 cm,240 x 200 cm,240 x 200 cm,240 x 200 cm
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,658,500 g/m² PVC-Plane,500 g/m² PVC-Plane,500gsm pvc tarpaulin,500 g/m² PVC-Plane,500 g/m² bâche pvc,500 g/m² PVC doek,500 g/m² PVC per striscioni,500 g/m² lonas de pvc
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,659,70x175 cm,70 x 175 cm (Druckmaße: 64 x 160 cm),70 x 175 cm (print dimensions: 64 x 160 cm),70 x 175 cm (Druckmasse: 64 x 160 cm),70 x 175 cm (dimension imprimée : 64 x 160 cm),70 x 175 cm (drukformaat: 64 x 160 cm),70 x 175 cm,70 x 175 cm (medida impresión: 64 x 160 cm)
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,660,70x190 cm,70 x 190 cm (Druckmaße: 64 x 180 cm),70 x 190 cm (print dimensions: 64 x 180 cm),70 x 190 cm (Druckmasse: 64 x 180 cm),70 x 190 cm (dimension imprimée : 64 x 180 cm),70 x 190 cm (drukformaat: 64 x 180 cm),70 x 190 cm,70 x 190 cm (medida impresión: 64 x 180 cm)
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,661,30x43 cm,30 x 43 cm (Druckmaße: 28 x 39 cm),30 x 43 cm (print dimensions: 28 x 39 cm),30 x 43 cm (Druckmasse: 28 x 39 cm),30 x 43 cm (dimension imprimée : 28 x 39 cm),30 x 43 cm (drukformaat: 28 x 39 cm),30 x 43 cm (area stampabile : 28 x 39 cm),30 x 43 cm (medida impresión: 28 x 39 cm)
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,662,80x215 cm,80 x 215 cm,80 x 215 cm,80 x 215 cm,80 x 215 cm,80 x 215 cm,80 x 215 cm,80 x 215 cm
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,663,110g/m² Fahnenstoff,110 g/m² Fahnenstoff,110gsm banner material,110 g/m² Fahnenstoff,110 g/m² tissu drapeau,110 g/m² vlaggenstof,110 g/m² tessuto flag,110 g/m² tejido para banderolas
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,664,330g/m² Meshplane,330 g/m² Meshplane,330gsm mesh tarpaulin,330 g/m² Meshplane,330 g/m² bâche micro-perforée mesh,330 g/m² mesh,330 g/m² microforato mesh,330 g/m² lonas de malla
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,665,100x50 cm,100 x 50 cm,100 x 50 cm,100 x 50 cm,100 x 50 cm,100 x 50 cm,100 x 50 cm,100 x 50 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,668,200x100 cm,200 x 100 cm,200 x 100 cm,200 x 100 cm,200 x 100 cm,200 x 100 cm,200 x 100 cm,200 x 100 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,669,100x300 cm,100 x 300 cm,100 x 300 cm,100 x 300 cm,100 x 300 cm,100 x 300 cm,100 x 300 cm,100 x 300 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,670,300x100 cm,300 x 100 cm,300 x 100 cm,300 x 100 cm,300 x 100 cm,300 x 100 cm,300 x 100 cm,300 x 100 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,671,150x50 cm,150 x 50 cm,150 x 50 cm,150 x 50 cm,150 x 50 cm,150 x 50 cm,150 x 50 cm,150 x 50 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,673,150x100 cm,150 x 100 cm,150 x 100 cm,150 x 100 cm,150 x 100 cm,150 x 100 cm,150 x 100 cm,150 x 100 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,674,100x150 cm,100 x 150 cm,100 x 150 cm,100 x 150 cm,100 x 150 cm,100 x 150 cm,100 x 150 cm,100 x 150 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,675,150x150 cm,150 x 150 cm,150 x 150 cm,150 x 150 cm,150 x 150 cm,150 x 150 cm,150 x 150 cm,150 x 150 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,676,150x300 cm,150 x 300 cm,150 x 300 cm,150 x 300 cm,150 x 300 cm,150 x 300 cm,150 x 300 cm,150 x 300 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,677,300x150 cm,300 x 150 cm,300 x 150 cm,300 x 150 cm,300 x 150 cm,300 x 150 cm,300 x 150 cm,300 x 150 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,678,200x50 cm,200 x 50 cm,200 x 50 cm,200 x 50 cm,200 x 50 cm,200 x 50 cm,200 x 50 cm,200 x 50 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,679,50x200 cm,50 x 200 cm,50 x 200 cm,50 x 200 cm,50 x 200 cm,50 x 200 cm,50 x 200 cm,50 x 200 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,680,200x150 cm,200 x 150 cm,200 x 150 cm,200 x 150 cm,200 x 150 cm,200 x 150 cm,200 x 150 cm,200 x 150 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,681,215x73 cm,215 x 73 cm,215 x 73 cm,215 x 73 cm,215 x 73 cm,215 x 73 cm,215 x 73 cm,215 x 73 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,682,73x215 cm,73 x 215 cm,73 x 215 cm,73 x 215 cm,73 x 215 cm,73 x 215 cm,73 x 215 cm,73 x 215 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,683,250x50 cm ,250 x 50 cm,250 x 50 cm,250 x 50 cm,250 x 50 cm,250 x 50 cm,250 x 50 cm,250 x 50 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,684,50x250 cm,50 x 250 cm,50 x 250 cm,50 x 250 cm,50 x 250 cm,50 x 250 cm,50 x 250 cm,50 x 250 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,685,250x100 cm,250 x 100 cm,250 x 100 cm,250 x 100 cm,250 x 100 cm,250 x 100 cm,250 x 100 cm,250 x 100 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,686,100x250 cm,100 x 250 cm,100 x 250 cm,100 x 250 cm,100 x 250 cm,100 x 250 cm,100 x 250 cm,100 x 250 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,687,250x150 cm,250 x 150 cm,250 x 150 cm,250 x 150 cm,250 x 150 cm,250 x 150 cm,250 x 150 cm,250 x 150 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,688,150x250 cm,150 x 250 cm,150 x 250 cm,150 x 250 cm,150 x 250 cm,150 x 250 cm,150 x 250 cm,150 x 250 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,689,100x350 cm,100 x 350 cm,100 x 350 cm,100 x 350 cm,100 x 350 cm,100 x 350 cm,100 x 350 cm,100 x 350 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,690,100x400 cm,100 x 400 cm,100 x 400 cm,100 x 400 cm,100 x 400 cm,100 x 400 cm,100 x 400 cm,100 x 400 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,691,100x500 cm,100 x 500 cm,100 x 500 cm,100 x 500 cm,100 x 500 cm,100 x 500 cm,100 x 500 cm,100 x 500 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,692,100x600 cm,100 x 600 cm,100 x 600 cm,100 x 600 cm,100 x 600 cm,100 x 600 cm,100 x 600 cm,100 x 600 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,693,100x700 cm,100 x 700 cm,100 x 700 cm,100 x 700 cm,100 x 700 cm,100 x 700 cm,100 x 700 cm,100 x 700 cm
